"","Title","Location","Posted_Date","Institution","Link","Archive_Date","Job_Type","Category"
"2500","Open Rank Tenure Track Professor of Accounting - Accounting & Finance","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","CTE - Business & Computing"
"2501","Asst Professor - Civil & Architectural Engineering & Construction Management","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","CTE - Trades & Engineering"
"2502","Lecturer, Asst - Mathematics & Statistics","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Math"
"2503","Lecturer, Asst - Mathematics & Statistics","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Math"
"2504","Asst Professor - Printmaking","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","CTE - Trades & Engineering"
"2505","Asst Professor - Kinesiology & Health","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Physical Education"
"2506","Assistant Lecturer - Musical Theatre Voice","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","The Arts"
"2507","Instructional Professor, Assistant - Organizational Behavior/Human Resources Management","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Social Science"
"2508","Post Doc Res Assoc - Geology & Geophysics","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Science"
"2509","Asst Professor - Mechanical Engineering","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","CTE - Trades & Engineering"
"2510","Post Doc Res Assoc - Zoology & Physiology/Tarwater Lab","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","CTE - Business & Computing"
"2511","Asst Professor - Philosophy & Religious Studies","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Humanities"
"2512","Instructional Professor, Asst - Strategic Management","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Uncategorized"
"2513","Asst Professor - Philosophy & Religious Studies","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Humanities"
"2514","Extension Educator, Asst - Climate Hub Fellow","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Extension/Outreach"
"2515","Extension Educator,Asst - 4-H Youth Development, Uinta Co.","Evanston, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Extension/Outreach"
"2516","Assistant Professor– Theatre History and Dramatic Literature","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Humanities"
"2517","Assistant Professor – Nuclear Science/Chemistry, School of Energy Resources Directors Office","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Science"
"2518","Assistant Professor – Nuclear Science/Engineering, School of Energy Resources Directors Office","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Science"
"2519","Asst Professor - Social Work","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Social Science"
"2520","Lecturer, Asst – Music – Trombone","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","The Arts"
"2521","Asst Professor - Music Theory","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","The Arts"
"2522","Asst Professor - Sensory Biology/Zoology & Physiology","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","CTE - Business & Computing"
"2523","Lecturer,Asst,-BSW Program Director-Division of Social Work","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Social Science"
"2524","Post Doc Res Assoc - Civil & Architectural Engineering & Construction Management","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","CTE - Trades & Engineering"
"2525","Assoc Professor-MSW Program Director-Social Work","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Social Science"
"2526","Lecturer Assistant - Agricultural Communications","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","CTE - Trades & Engineering"
"2527","Asst Professor - Art History","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","History"
"2528","Clinical Asst Professor - WWAMI Medical Education Program","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","CTE - Health Sciences"
"2529","Cent$ible Nutrition Program Educator 1 - North Lincoln/Sublette/Teton Counties","Afton, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","CTE - Health Sciences"
"2530","Cent$ible Nutrition Program Educator 1 - Wind River Reservation","Fort Washakie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","CTE - Health Sciences"
"2531","Post Doc Res Assoc - Dr. Koger lab, School of Computing","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","CTE - Business & Computing"
"2532","Post Doc Res Assoc - School of Pharmacy","United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","CTE - Health Sciences"
"2533","Assistant Professor - Family & Consumer Sciences (Extension Specialist in Human Nutrition and Food)","Laramie, WY, United States","12/13/2024","University of Wyoming","https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions?",2024-12-13,"Instructor/Teacher/Faculty","Extension/Outreach"
"2534","Instructor, Mathematics","US-WY-Cheyenne","2 days ago(12/18/2024 4:19 PM)","Laramie County Community College","https://careers-lccc.icims.com/jobs/search?pr=",2024-12-20,"Instructor/Teacher/Faculty","Math"
"2535","Interim Instructor/Clinical Coordinator, Physical Therapist Assistant Program","US-WY-Cheyenne","2 months ago(10/14/2024 3:32 PM)","Laramie County Community College","https://careers-lccc.icims.com/jobs/search?pr=",2024-12-20,"Instructor/Teacher/Faculty","Physical Education"
"2536","Adjunct Instructor, WHP","US-WY-Cheyenne","2 years ago(8/18/2022 1:38 PM)","Laramie County Community College","https://careers-lccc.icims.com/jobs/search?pr=",2024-12-20,"Adjunct/Part-Time Faculty","Uncategorized"
"2537","Adjunct Instructor, Communication","US-WY-Cheyenne","2 years ago(7/21/2022 3:41 PM)","Laramie County Community College","https://careers-lccc.icims.com/jobs/search?pr=",2024-12-20,"Adjunct/Part-Time Faculty","Humanities"
"2538","Adjunct Instructor, Industrial Systems","US-WY-Cheyenne","3 years ago(11/4/2021 1:57 PM)","Laramie County Community College","https://careers-lccc.icims.com/jobs/search?pr=",2024-12-20,"Adjunct/Part-Time Faculty","CTE - Health Sciences"
"2539","Adjunct Instructor, Diesel Technology","US-WY-Cheyenne","3 years ago(10/25/2021 9:47 AM)","Laramie County Community College","https://careers-lccc.icims.com/jobs/search?pr=",2024-12-20,"Adjunct/Part-Time Faculty","CTE - Trades & Engineering"
"2540","Adjunct Instructor, Electrical Technology","US-WY-Cheyenne","3 years ago(10/14/2021 9:49 AM)","Laramie County Community College","https://careers-lccc.icims.com/jobs/search?pr=",2024-12-20,"Adjunct/Part-Time Faculty","CTE - Trades & Engineering"
"2541","Subject Matter Expert, Life Enrichment Class","US-WY-Cheyenne","3 years ago(7/20/2021 12:35 PM)","Laramie County Community College","https://careers-lccc.icims.com/jobs/search?pr=",2024-12-20,"Instructor/Teacher/Faculty","Uncategorized"
"2542","Adjunct Faculty - Education (Remote or On Campus)","
                Social Sciences & Education Division
","
                12/17/2024
","Western Wyoming Community College","https://wwccwy.peopleadmin.com/postings/search?page=",2024-12-20,"Adjunct/Part-Time Faculty","Education"
"2543","Adjunct Faculty - Automotive Technology","
                Technology & Industry
","
                10/14/2024
","Western Wyoming Community College","https://wwccwy.peopleadmin.com/postings/search?page=",2024-12-20,"Adjunct/Part-Time Faculty","CTE - Trades & Engineering"
"2544","Adjunct Faculty - Computer Science","
                Business Div
","
                12/03/2024
","Western Wyoming Community College","https://wwccwy.peopleadmin.com/postings/search?page=",2024-12-20,"Adjunct/Part-Time Faculty","CTE - Business & Computing"
"2545","Adjunct Faculty -Psychology ( Evanston Campus)","
                Social Sciences & Education Division
","
                11/18/2024
","Western Wyoming Community College","https://wwccwy.peopleadmin.com/postings/search?page=",2024-12-20,"Adjunct/Part-Time Faculty","Social Science"
"2546","Instructor / Assistant Professor of Electrical & Instrumentation Technology","
                Technology & Industry
","
                11/18/2024
","Western Wyoming Community College","https://wwccwy.peopleadmin.com/postings/search?page=",2024-12-20,"Instructor/Teacher/Faculty","CTE - Trades & Engineering"
"2547","Adjunct Faculty - Information Systems","
                Business Div
","
                10/01/2024
","Western Wyoming Community College","https://wwccwy.peopleadmin.com/postings/search?page=",2024-12-20,"Adjunct/Part-Time Faculty","CTE - Health Sciences"
"2548","Instructor/Assistant Professor of Industrial Maintenance","
                Technology & Industry
","
                02/19/2024
","Western Wyoming Community College","https://wwccwy.peopleadmin.com/postings/search?page=",2024-12-20,"Instructor/Teacher/Faculty","CTE - Trades & Engineering"
"2549","Adjunct Faculty - Welding (Star Valley High School)","
                Technology & Industry
","
                07/30/2024
","Western Wyoming Community College","https://wwccwy.peopleadmin.com/postings/search?page=",2024-12-20,"Adjunct/Part-Time Faculty","CTE - Trades & Engineering"
"2550","Adjunct Faculty-Commerical Driver's License (CDL)","
                Workforce Training
","
                05/30/2024
","Western Wyoming Community College","https://wwccwy.peopleadmin.com/postings/search?page=",2024-12-20,"Adjunct/Part-Time Faculty","CTE - Trades & Engineering"
"2551","Adjunct Faculty - EMS (Workforce)","
                Workforce Training
","
                05/30/2024
","Western Wyoming Community College","https://wwccwy.peopleadmin.com/postings/search?page=",2024-12-20,"Adjunct/Part-Time Faculty","CTE - Health Sciences"
"2552","Adjunct Faculty - Industrial Safety","
                Workforce Training
","
                05/30/2024
","Western Wyoming Community College","https://wwccwy.peopleadmin.com/postings/search?page=",2024-12-20,"Adjunct/Part-Time Faculty","CTE - Trades & Engineering"
"2553","Instructor/Assistant Professor of Substation Technology","
                Technology & Industry
","
                05/22/2024
","Western Wyoming Community College","https://wwccwy.peopleadmin.com/postings/search?page=",2024-12-20,"Instructor/Teacher/Faculty","CTE - Trades & Engineering"
